text,label,adverse
"Displaced natural disaster (e.g., hurricane, wildfire) struggling rebuild life new location",HOUSING,adverse
"Deteriorating housing conditions negatively impacting mental health well-being (e.g., anxiety, depression)",HOUSING,adverse
Difficulty securing stable employment due unstable living situation preventing consistent work attendance or reliable transportation,HOUSING,adverse
Fear eviction if request necessary repairs from landlord such as fixing leaky roof or faulty electrical wiring,HOUSING,adverse
Limited access affordable healthy food options contributing factors chronic diseases like diabetes hypertension obesity etc.,HOUSING,adverse
Inability afford rent deposit required secure new residence leading homelessness risk,HOUSING,adverse
Experiencing difficulty finding accessible housing accommodations meet mobility needs related disability status,HOUSING,adverse
Homelessness resulting loss job income inability maintain regular medical appointments manage chronic illnesses effectively,HOUSING,adverse
Struggling navigate complicated legal processes associated with divorce child custody proceedings while also maintaining stable housing arrangements,HOUSING,adverse
Crowded living spaces exacerbating interpersonal conflicts among family members roommates neighbors,HOUSING,adverse
Housing insecurity making it challenging focus schoolwork academic pursuits given constant stress uncertainty about future stability,HOUSING,adverse
Unable find suitable long-term solution accommodate growing family size leading overcrowding unsafe sleeping arrangements,HOUSING,adverse
Pt reports being forced leave previous residence due to gentrification process displacing low-income residents in favor wealthier newcomers,HOUSING,adverse
Currently staying at homeless shelter but struggling find permanent solution given limited resources available through social services programs,HOUSING,adverse
Housing instability causing significant financial strain on patient's budget limiting ability cover other basic necessities like healthcare expenses,HOUSING,adverse
Patient expresses concerns over safety issues within current apartment complex including break-ins violence community,HOUSING,adverse
Difficulty accessing adequate laundry facilities compromising hygiene practices overall cleanliness habits,HOUSING,adverse
Fear retaliation from landlord if report maintenance issues such pest control plumbing problems,HOUSING,adverse
"Living near environmental hazards (e.g., industrial pollution, toxic waste sites) increasing risk exposure harmful substances detrimental health outcomes",HOUSING,adverse
Chronic respiratory condition exacerbated by poor air quality indoor/outdoor pollutants,HOUSING,adverse
Experiencing discrimination based race ethnicity religion sexual orientation gender identity when attempting secure rental properties,HOUSING,adverse
Struggling navigate complicated legal processes associated with housing discrimination or eviction proceedings,HOUSING,adverse
Pt reports being forced leave previous residence due to landlord selling property without adequate notice,HOUSING,adverse
Patient experiencing homelessness as result domestic violence situation unable secure safe affordable housing on own,HOUSING,adverse
Currently living in substandard conditions including mold infestation pest control issues lack running water/working plumbing,HOUSING,adverse
Limited access transportation making it difficult attend medical appointments work/school necessary maintain stable income and health outcomes,HOUSING,adverse
Difficulty finding landlords willing accept Section 8 vouchers limiting options available for low-income renters,HOUSING,adverse
Fear retaliation from landlord if report unsafe living conditions such lead paint asbestos exposure,HOUSING,adverse
Unable afford rent increase resulting displacement from current residence,HOUSING,adverse
Experiencing difficulty navigating complex application process required qualify subsidized housing programs,HOUSING,adverse
Homelessness contributing factors substance use disorder mental illness history incarceration poverty unemployment etc.,HOUSING,adverse
Inability find pet-friendly rental properties preventing patient securing suitable long-term solution given importance companion animal emotional support well-being,HOUSING,adverse
Struggling pay mortgage payments leading foreclosure risk loss equity built over time,HOUSING,adverse
Crowded living spaces compromising privacy dignity personal safety concerns,HOUSING,adverse
Housing insecurity exacerbating food insecurity challenges limited storage space cooking facilities,HOUSING,adverse
Difficulty accessing reliable internet service negatively impacting ability complete online job applications school assignments telehealth visits stay connected loved ones during pandemic restrictions,HOUSING,adverse
Experiencing harassment intimidation neighbors community members based race ethnicity religion sexual orientation gender identity disability status etc.,HOUSING,adverse
Lack of affordable childcare services making it challenging balance work responsibilities parenting duties,HOUSING,adverse
Facing eviction after falling behind on rent payments following unexpected medical expenses,HOUSING,adverse
Chronic pain condition exacerbated by inadequate sleeping arrangements uncomfortable bedding surfaces,HOUSING,adverse
Undergoing cancer treatment requiring consistent access clean environment free potential infectious agents,HOUSING,adverse
Social isolation loneliness stemming inability host friends/family members due cramped quarters unsuitable entertaining spaces,HOUSING,adverse
"Displaced natural disaster (e.g., hurricane, wildfire) struggling rebuild life new location",HOUSING,adverse
"Deteriorating housing conditions negatively impacting mental health well-being (e.g., anxiety, depression)",HOUSING,adverse
Difficulty securing stable employment due unstable living situation preventing consistent work attendance or reliable transportation,HOUSING,adverse
Fear eviction if request necessary repairs from landlord such as fixing leaky roof or faulty electrical wiring,HOUSING,adverse
Limited access affordable healthy food options contributing factors chronic diseases like diabetes hypertension obesity etc.,HOUSING,adverse
Inability afford rent deposit required secure new residence leading homelessness risk,HOUSING,adverse
Experiencing difficulty finding accessible housing accommodations meet mobility needs related disability status,HOUSING,adverse
Homelessness resulting loss job income inability maintain regular medical appointments manage chronic illnesses effectively,HOUSING,adverse
Struggling navigate complicated legal processes associated with divorce child custody proceedings while also maintaining stable housing arrangements,HOUSING,adverse
Crowded living spaces exacerbating interpersonal conflicts among family members roommates neighbors,HOUSING,adverse
Housing insecurity making it challenging focus schoolwork academic pursuits given constant stress uncertainty about future stability,HOUSING,adverse
Unable find suitable long-term solution accommodate growing family size leading overcrowding unsafe sleeping arrangements,HOUSING,adverse
Pt reports being forced leave previous residence due to gentrification process displacing low-income residents in favor wealthier newcomers,HOUSING,adverse
Currently staying at homeless shelter but struggling find permanent solution given limited resources available through social services programs,HOUSING,adverse
Housing instability causing significant financial strain on patient's budget limiting ability cover other basic necessities like healthcare expenses,HOUSING,adverse
Patient expresses concerns over safety issues within current apartment complex including break-ins violence community,HOUSING,adverse
Difficulty accessing adequate laundry facilities compromising hygiene practices overall cleanliness habits,HOUSING,adverse
Fear retaliation from landlord if report maintenance issues such pest control plumbing problems,HOUSING,adverse
Patient reports difficulty attending appointments due to unreliable bus schedules in their area.,TRANSPORTATION,adverse
Inability to afford gas and transport costs associated with regular medical visits resulting in sporadic attendance at appointments.,TRANSPORTATION,adverse
Long commute times causing stress for the patient who must travel two hours each way for treatment.,TRANSPORTATION,adverse
The patient is unable to drive themselves due to a physical disability and has no family or friends available for assistance with transportation.,TRANSPORTATION,adverse
Difficulty finding reliable ride-sharing services in the area leading to missed appointments and delays in care management,TRANSPORTATION,adverse
Living far away from healthcare facilities making it difficult for patients without access vehicles or public transit options,TRANSPORTATION,adverse
"The cost of parking near healthcare facilities being too high, preventing some patients from accessing necessary care",TRANSPORTATION,adverse
Patients reporting that they cannot take time off work during normal business hours which limits their ability attend scheduled medical appointments,TRANSPORTATION,adverse
Difficulty navigating complex public transit systems leading many patients feeling overwhelmed when trying get around town,TRANSPORTATION,adverse
Limited mobility caused by age-related conditions such as arthritis can make using public transport challenging if not impossible,TRANSPORTATION,adverse
Some rural areas lack adequate infrastructure like sidewalks making walking unsafe especially during inclement weather,TRANSPORTATION,adverse
A shortage of accessible taxis makes getting around more difficult than it should be,TRANSPORTATION,adverse
Transportation challenges often lead low-income families struggling even harder just meet basic needs let alone pay health related expenses,TRANSPORTATION,adverse
Many people living on fixed incomes have limited resources available after paying bills so taking cabs regularly isn't feasible,TRANSPORTATION,adverse
Certain medications may cause drowsiness or other side effects that impair driving abilities leaving few alternatives besides relying on others,TRANSPORTATION,adverse
Frequent hospitalizations require ongoing follow-up visits but distance between home & facility creates logistical problems,TRANSPORTATION,adverse
Inadequate signage at hospitals/clinics can create confusion among visitors unfamiliar with layout creating additional anxiety,TRANSPORTATION,adverse
"Scheduling conflicts arise when multiple appointments are needed in a single day, but transportation options only allow for one trip",TRANSPORTATION,adverse
Some patients may have to travel long distances just get access specialized care not available locally,TRANSPORTATION,adverse
Patients with mobility issues require additional time and assistance when boarding public transport or getting into taxis,TRANSPORTATION,adverse
Patients who rely on wheelchairs often face difficulties finding accessible vehicles that can accommodate their needs.,TRANSPORTATION,adverse
Some patients live in areas where there is limited or no public transit making it difficult to attend medical appointments,TRANSPORTATION,adverse
Patients living in remote locations may need special arrangements made such as helicopter transport if they become seriously ill,TRANSPORTATION,adverse
Transportation challenges can lead some people feeling isolated from the community & disconnected from important support networks,TRANSPORTATION,adverse
Limited availability of parking spaces near healthcare facilities creates problems for those driving themselves,TRANSPORTATION,adverse
Many seniors report difficulty walking long distances which makes using public transit challenging,TRANSPORTATION,adverse
The cost of gas has risen significantly over recent years creating financial barriers preventing many low-income families accessing necessary health services,TRANSPORTATION,adverse
People living alone without family nearby find it hard arranging rides especially during emergencies,TRANSPORTATION,adverse
Families caring disabled children must navigate complex systems like Medicaid while also ensuring their child gets proper care management,TRANSPORTATION,adverse
Transit schedules don't always align with clinic hours leading missed appointment opportunities,TRANSPORTATION,adverse
Scheduling conflicts arise when multiple specialists involved resulting increased stress levels among caregivers trying coordinate logistics,TRANSPORTATION,adverse
Long wait times at bus stops leave elderly individuals exposed harsh weather conditions increasing risk illness,TRANSPORTATION,adverse
Certain medications make operating motor vehicles unsafe leaving few alternatives besides relying on others,TRANSPORTATION,adverse
Inadequate lighting along walkways increases risks falls injuries particularly older adults,TRANSPORTATION,adverse
Having reliable transportation essential managing chronic illnesses requiring frequent follow-up visits,TRANSPORTATION,adverse
A shortage affordable housing close hospitals/clinics means longer commutes more expensive taxi fares,TRANSPORTATION,adverse
Difficulty navigating unfamiliar neighborhoods leads anxiety frustration among visitors new city,TRANSPORTATION,adverse
"Medical equipment required by certain disabilities (e.g., oxygen tanks) can be bulky and difficult to transport",TRANSPORTATION,adverse
Patients with mental health conditions may struggle using public transit due anxiety or other symptoms,TRANSPORTATION,adverse
Transportation challenges often lead patients feeling overwhelmed stressed which negatively impacts overall well-being,TRANSPORTATION,adverse
Inability afford transportation costs associated with medical appointments creates financial strain on families,TRANSPORTATION,adverse
Some areas lack sidewalks making walking unsafe especially during inclement weather,TRANSPORTATION,adverse
A shortage of accessible taxis makes getting around more challenging than it should be for those mobility issues,TRANSPORTATION,adverse
Limited availability parking spaces near healthcare facilities creates problems for those driving themselves,TRANSPORTATION,adverse
Many seniors report difficulty standing long periods waiting at bus stops increasing risk falls injuries,TRANSPORTATION,adverse
The cost gas has risen significantly over recent years creating financial barriers preventing many low-income families accessing necessary health services,TRANSPORTATION,adverse
"People living alone without family nearby find it hard arranging rides, particularly during emergencies.",TRANSPORTATION,adverse
Families caring disabled children must navigate complex systems like Medicaid while also ensuring their child gets proper care management,TRANSPORTATION,adverse
Transit schedules don't always align clinic hours leading missed appointment opportunities,TRANSPORTATION,adverse
Scheduling conflicts arise when multiple specialists involved resulting increased stress levels among caregivers trying coordinate logistics,TRANSPORTATION,adverse
Long wait times at bus stops leave elderly individuals exposed harsh weather conditions increasing risk illness,TRANSPORTATION,adverse
Certain medications make operating motor vehicles unsafe leaving few alternatives besides relying on others,TRANSPORTATION,adverse
Inadequate lighting along walkways increases risks falls injuries particularly older adults,TRANSPORTATION,adverse
Having reliable transportation essential managing chronic illnesses requiring frequent follow-up visits,TRANSPORTATION,adverse
A shortage affordable housing close hospitals/clinics means longer commutes more expensive taxi fares,TRANSPORTATION,adverse
Difficulty navigating unfamiliar neighborhoods leads anxiety frustration among visitors new city,TRANSPORTATION,adverse
"Medical equipment required by certain disabilities (e.g., oxygen tanks) can be bulky and difficult to transport",TRANSPORTATION,adverse
Patients with mental health conditions may struggle using public transit due anxiety or other symptoms,TRANSPORTATION,adverse
Transportation challenges often lead patients feeling overwhelmed stressed which negatively impacts overall well-being,TRANSPORTATION,adverse
Inability afford transportation costs associated with medical appointments creates financial strain on families,TRANSPORTATION,adverse
Some areas lack sidewalks making walking unsafe especially during inclement weather,TRANSPORTATION,adverse
A shortage of accessible taxis makes getting around more challenging than it should be for those mobility issues,TRANSPORTATION,adverse
Limited availability parking spaces near healthcare facilities creates problems for those driving themselves,TRANSPORTATION,adverse
Many seniors report difficulty standing long periods waiting at bus stops increasing risk falls injuries,TRANSPORTATION,adverse
The cost gas has risen significantly over recent years creating financial barriers preventing many low-income families accessing necessary health services,TRANSPORTATION,adverse
"People living alone without family nearby find it hard arranging rides, particularly during emergencies.",TRANSPORTATION,adverse
Families caring disabled children must navigate complex systems like Medicaid while also ensuring their child gets proper care management,TRANSPORTATION,adverse
Transit schedules don't always align clinic hours leading missed appointment opportunities,TRANSPORTATION,adverse
Scheduling conflicts arise when multiple specialists involved resulting increased stress levels among caregivers trying coordinate logistics,TRANSPORTATION,adverse
Long wait times at bus stops leave elderly individuals exposed harsh weather conditions increasing risk illness,TRANSPORTATION,adverse
Certain medications make operating motor vehicles unsafe leaving few alternatives besides relying on others,TRANSPORTATION,adverse
Inadequate lighting along walkways increases risks falls injuries particularly older adults,TRANSPORTATION,adverse
Having reliable transportation essential managing chronic illnesses requiring frequent follow-up visits,TRANSPORTATION,adverse
A shortage affordable housing close hospitals/clinics means longer commutes more expensive taxi fares,TRANSPORTATION,adverse
Difficulty navigating unfamiliar neighborhoods leads anxiety frustration among visitors new city,TRANSPORTATION,adverse
"Medical equipment required by certain disabilities (e.g., oxygen tanks) can be bulky and difficult to transport",TRANSPORTATION,adverse
Patients with mental health conditions may struggle using public transit due anxiety or other symptoms,TRANSPORTATION,adverse
Transportation challenges often lead patients feeling overwhelmed stressed which negatively impacts overall well-being,TRANSPORTATION,adverse
Inability afford transportation costs associated with medical appointments creates financial strain on families,TRANSPORTATION,adverse
Some areas lack sidewalks making walking unsafe especially during inclement weather,TRANSPORTATION,adverse
A shortage of accessible taxis makes getting around more challenging than it should be for those mobility issues,TRANSPORTATION,adverse
Limited availability parking spaces near healthcare facilities creates problems for those driving themselves,TRANSPORTATION,adverse
Many seniors report difficulty standing long periods waiting at bus stops increasing risk falls injuries,TRANSPORTATION,adverse
The cost gas has risen significantly over recent years creating financial barriers preventing many low-income families accessing necessary health services,TRANSPORTATION,adverse
"People living alone without family nearby find it hard arranging rides, particularly during emergencies.",TRANSPORTATION,adverse
Families caring disabled children must navigate complex systems like Medicaid while also ensuring their child gets proper care management,TRANSPORTATION,adverse
Transit schedules don't always align clinic hours leading missed appointment opportunities,TRANSPORTATION,adverse
Scheduling conflicts arise when multiple specialists involved resulting increased stress levels among caregivers trying coordinate logistics,TRANSPORTATION,adverse
Long wait times at bus stops leave elderly individuals exposed harsh weather conditions increasing risk illness,TRANSPORTATION,adverse
Certain medications make operating motor vehicles unsafe leaving few alternatives besides relying on others,TRANSPORTATION,adverse
Inadequate lighting along walkways increases risks falls injuries particularly older adults,TRANSPORTATION,adverse
Having reliable transportation essential managing chronic illnesses requiring frequent follow-up visits,TRANSPORTATION,adverse
A shortage affordable housing close hospitals/clinics means longer commutes more expensive taxi fares,TRANSPORTATION,adverse
Difficulty navigating unfamiliar neighborhoods leads anxiety frustration among visitors new city,TRANSPORTATION,adverse
"Medical equipment required by certain disabilities (e.g., oxygen tanks) can be bulky and difficult to transport",TRANSPORTATION,adverse
Patients with mental health conditions may struggle using public transit due anxiety or other symptoms,TRANSPORTATION,adverse
Transportation challenges often lead patients feeling overwhelmed stressed which negatively impacts overall well-being,TRANSPORTATION,adverse
Inability afford transportation costs associated with medical appointments creates financial strain on families,TRANSPORTATION,adverse
Some areas lack sidewalks making walking unsafe especially during inclement weather,TRANSPORTATION,adverse
A shortage of accessible taxis makes getting around more challenging than it should be for those mobility issues.,TRANSPORTATION,adverse
Patient reports feeling overwhelmed and isolated since her recent divorce.,RELATIONSHIP,adverse
Divorced patient discusses feelings of guilt regarding the impact on children.,RELATIONSHIP,adverse
Separated couple discuss options for co-parenting during separation period.,RELATIONSHIP,adverse
Widowed patient describes difficulty sleeping due to loneliness following spouse's death.,RELATIONSHIP,adverse
Single parent expresses frustration over lack of support from ex-partner in raising child together,RELATIONSHIP,adverse
Patient reveals history of emotional abuse within previous marriage leading up until separation,RELATIONSHIP,adverse
Widow shares concerns about financial stability after husband’s passing,RELATIONSHIP,adverse
Single mother talks openly about juggling work responsibilities while caring for a young child at home,RELATIONSHIP,adverse
Pt expresses sadness over failed relationship and inability to move forward romantically,RELATIONSHIP,adverse
Separated couple discusses how best to communicate with each other when it comes to parenting decisions,RELATIONSHIP,adverse
Divorcee seeks advice on how best to navigate dating scene as newly single person,RELATIONSHIP,adverse
Widower struggles with depression following loss of wife,RELATIONSHIP,adverse
Single father opens up about challenges he faces balancing job demands and childcare duties,RELATIONSHIP,adverse
Patient admits feelings of shame associated with marital breakdown,RELATIONSHIP,adverse
Separating partners explore different living arrangements that would be most beneficial for their family dynamic,RELATIONSHIP,adverse
Recently divorced woman confides in physician regarding difficulties she is experiencing adjusting back into life as a singleton,RELATIONSHIP,adverse
Widowed man speaks candidly about his fears surrounding growing old alone,RELATIONSHIP,adverse
Mother-of-two details stressors related to managing household finances without partner’s income,RELATIONSHIP,adverse
Couple going through difficult break-up seek guidance around custody issues involving their shared pet dog,RELATIONSHIP,adverse
Patient discloses past experiences where they felt unsupported by former partner during times when they needed them most,RELATIONSHIP,adverse
Man who has recently gone through painful split reflects upon lessons learned throughout process,RELATIONSHIP,adverse
Newly-wedded woman confesses to physician that she is struggling with feelings of regret and uncertainty about her decision to marry,RELATIONSHIP,adverse
Patient discusses feeling overwhelmed by the prospect of being a single parent after separation from partner,RELATIONSHIP,adverse
"Widowed woman shares memories of husband, expressing gratitude for time they shared together",RELATIONSHIP,adverse
Single father seeks advice on how best to support his teenage daughter through difficult emotional period following parents’ divorce,RELATIONSHIP,adverse
Pt describes difficulty in moving past failed relationship due to unresolved feelings towards ex-partner,RELATIONSHIP,adverse
Separated couple discuss options around mediation as means of resolving disputes related to parenting arrangements,RELATIONSHIP,adverse
Divorcee talks openly about sense of loss felt since ending long-term marriage,RELATIONSHIP,adverse
Widower admits fears surrounding potential judgement from others regarding his decision not seek out new romantic relationships,RELATIONSHIP,adverse
Single mother expresses frustration over lack childcare resources available during work hours,RELATIONSHIP,adverse
Patient reveals history physical abuse within previous marriage leading up until separation,RELATIONSHIP,adverse
Couple going through break-up talk candidly about their struggles with communication throughout relationship,RELATIONSHIP,adverse
Recently divorced man details difficulties he has faced trying maintain healthy co-parenting dynamic with former spouse,RELATIONSHIP,adverse
Woman who recently ended engagement confides in physician regarding guilt she feels over calling off wedding,RELATIONSHIP,adverse
Man whose wife passed away unexpectedly speaks honestly about anger he feels towards God,RELATIONSHIP,adverse
Mother-of-three opens up about challenges associated raising children alone after separating from partner,RELATIONSHIP,adverse
Newly-single patient reflects upon newfound freedom but also acknowledges loneliness experienced since marital breakdown,RELATIONSHIP,adverse
Seeking guidance around ways can better communicate needs and boundaries when it comes dating post-divorce,RELATIONSHIP,adverse
"Father-of-two discusses financial stressors brought on by recent split, including child support payments",RELATIONSHIP,adverse
Separating partners explore different living arrangements that would be most beneficial for their family dynamic,RELATIONSHIP,adverse
Divorced patient shares concerns over impact breakup may have had on mental health,RELATIONSHIP,adverse
Widowed individual expresses desire for more social interaction,RELATIONSHIP,adverse
Single parent discusses challenges of dating while balancing childcare responsibilities,RELATIONSHIP,adverse
Patient reveals history of substance abuse as coping mechanism following divorce,RELATIONSHIP,adverse
Separated couple discuss ways to best support their children during difficult transition period.,RELATIONSHIP,adverse
Recently widowed pt talked openly about anger felt towards God following spouse's sudden passing.,RELATIONSHIP,adverse
Patient admits difficulty in trusting new partners after experiencing infidelity within previous marriage,RELATIONSHIP,adverse
Single mother expresses concern over impact separation may have on her child’s mental health,RELATIONSHIP,adverse
Pt describes feeling isolated from friends/family members due to shame associated with divorce,RELATIONSHIP,adverse
Separating partners explore different living arrangements that would be most beneficial for their family dynamic,RELATIONSHIP,adverse
Recently divorced woman talks candidly about feelings of loneliness and isolation experienced since ending long-term relationship,RELATIONSHIP,adverse
"Widower shares memories his wife, expressing gratitude for time they shared together",RELATIONSHIP,adverse
Couple going through break-up seek advice around how best communicate with each other when it comes parenting decisions,RELATIONSHIP,adverse
Mother-of-two opens up about struggles she has faced trying maintain work-life balance without partner’s help,RELATIONSHIP,adverse
Patient discloses past experiences where they felt unsupported by former partner during times when needed them most,RELATIONSHIP,adverse
Man who recently ended engagement reflects upon lessons learned throughout process,RELATIONSHIP,adverse
Father-of-three seeks guidance around ways can better manage stress related raising kids alone post-separation,RELATIONSHIP,adverse
Newly-single patient details difficulties he has encountered navigating online dating scene,RELATIONSHIP,adverse
Divorcee confides in physician regarding sense guilt she feels over calling off wedding,RELATIONSHIP,adverse
"Separated couple talk honestly about issues surrounding co-parenting dynamics, including disagreements around discipline",RELATIONSHIP,adverse
Woman whose husband passed away unexpectedly speaks candidly grief counseling received since loss,RELATIONSHIP,adverse
Single father admits fears surrounding potential judgement from others regarding decision not seek out new romantic relationships,RELATIONSHIP,adverse
Pt describes feeling overwhelmed by prospect being single parent after separation from partner,RELATIONSHIP,adverse
Couple going through break-up detail financial stresses brought on by legal fees and other expenses associated with separation process,RELATIONSHIP,adverse
Recently divorced man opens up about sense of loss felt since ending long-term marriage,RELATIONSHIP,adverse
Widower discusses challenges he has faced trying to maintain social connections after wife’s passing,RELATIONSHIP,adverse
Single mother talks openly about struggles she faces balancing work responsibilities while caring for young children at home,RELATIONSHIP,adverse
"Patient admits difficulty in letting go past relationship, including unresolved feelings towards ex-partner",RELATIONSHIP,adverse
Separating partners discuss ways can best support their children during difficult transition period.,RELATIONSHIP,adverse
Divorcee seeks advice around how best communicate with former spouse when it comes parenting decisions,RELATIONSHIP,adverse
Woman who recently ended engagement expresses desire for more time alone focus personal growth,RELATIONSHIP,adverse
Mother-of-two details stressors related managing household finances without partner’s income,RELATIONSHIP,adverse
Pt reveals history emotional abuse within previous marriage leading up until separation,RELATIONSHIP,adverse
Couple going through break-up explore different living arrangements that would be most beneficial for their family dynamic,RELATIONSHIP,adverse
Newly-single patient reflects upon newfound freedom but also acknowledges loneliness experienced since marital breakdown,RELATIONSHIP,adverse
Father-of-three confides in physician regarding guilt he feels over impact divorce may have had on his kids’ mental health,RELATIONSHIP,adverse
"Man whose wife passed away unexpectedly shares memories her, expressing gratitude for time they shared together",RELATIONSHIP,adverse
"Separated couple talk candidly about issues surrounding co-parenting dynamics, including disagreements around discipline",RELATIONSHIP,adverse
Single parent discusses concerns over potential negative impacts separation may have child's academic performance,RELATIONSHIP,adverse
Patient discloses past experiences where they felt unsupported by former partner during times when needed them most,RELATIONSHIP,adverse
Recently divorced woman explores options counseling as means of coping with grief and loss following end long-term relationship,RELATIONSHIP,adverse
Widow describes difficulties encountered navigating healthcare system solo post-spouse's death,RELATIONSHIP,adverse
Couple going through break-up seek guidance around custody issues involving shared pet cat,RELATIONSHIP,adverse
New single father talks honestly about fears surrounding raising daughter alone post-divorce,RELATIONSHIP,adverse
Pt describes feeling overwhelmed by prospect being single parent after separation from partner,RELATIONSHIP,adverse
Separating partners discuss ways can best support their children during difficult transition period.,RELATIONSHIP,adverse
Divorced patient shares concerns over impact breakup may have had on mental health,RELATIONSHIP,adverse
Widowed individual expresses desire for more social interaction,RELATIONSHIP,adverse
Single mother discusses challenges of dating while balancing childcare responsibilities,RELATIONSHIP,adverse
Patient reveals history substance abuse as coping mechanism following divorce,RELATIONSHIP,adverse
"Separated couple talk candidly about issues surrounding co-parenting dynamics, including disagreements around discipline",RELATIONSHIP,adverse
Recently widowed pt talked openly about anger felt towards God following spouse's sudden passing.,RELATIONSHIP,adverse
Patient admits difficulty in trusting new partners after experiencing infidelity within previous marriage,RELATIONSHIP,adverse
Mother-of-two opens up about struggles she has faced trying maintain work-life balance without partner’s help,RELATIONSHIP,adverse
Man who recently ended engagement reflects upon lessons learned throughout process,RELATIONSHIP,adverse
Father-of-three seeks guidance around ways can better manage stress related raising kids alone post-separation,RELATIONSHIP,adverse
Newly-single patient details difficulties he has encountered navigating online dating scene,RELATIONSHIP,adverse
Couple going through break-up detail financial stresses brought on by legal fees and other expenses associated with separation process,RELATIONSHIP,adverse
Widower discusses challenges he has faced trying to maintain social connections after wife’s passing,RELATIONSHIP,adverse
Single mother talks openly about struggles she faces balancing work responsibilities while caring for young children at home          ,RELATIONSHIP,adverse
Patient reports that her husband is supportive of her decision to quit smoking.,RELATIONSHIP,nonadverse
Pt and his partner came in for a routine check-up today.,RELATIONSHIP,nonadverse
Patient states that she has been with her girlfriend for three years now.,RELATIONSHIP,nonadverse
Spoke briefly regarding relationship issues between himself and longtime boyfriend.,RELATIONSHIP,nonadverse
Patient arrived with their wife who provided additional medical history information.,RELATIONSHIP,nonadverse
The patient's spouse was present during the consultation and helped clarify some details about the patient's symptoms.,RELATIONSHIP,nonadverse
The patient reported feeling anxious due to recent marital problems.,RELATIONSHIP,nonadverse
